district,district_census_code,state,state_census_code,rural_BMIM,rural_BMIW,rural_BPM,rural_BPW,rural_SUGM,rural_SUGW,total_BMIM,total_BMIW,total_BPM,total_BPW,total_SUGM,total_SUGW,urban_BMIM,urban_BMIW,urban_BPM,urban_BPW,urban_SUGM,urban_SUGW
Ramban,017,Jammu & Kashmir,01,16.2,16.6,14.8,13.0,0.6,2.9,16.6,17.8,13.6,12.799999999999999,0.6,2.7,0.0,0.0,0.0,0.0,0.0,0.0
Ramgarh,361,Jharkhand,20,9.2,7.0,7.699999999999999,5.8,6.5,3.8,11.2,12.8,12.899999999999999,6.1000000000000005,8.7,4.9,13.7,20.0,19.0,6.7,11.4,6.2
Rampur,136,Uttar Pradesh,09,9.4,12.3,5.7,6.9,12.5,7.1,11.0,16.0,8.2,7.1000000000000005,14.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0
Ranchi,364,Jharkhand,20,4.2,7.1,14.9,10.100000000000001,3.4,6.1,14.2,16.0,13.700000000000001,10.4,4.0,6.3,27.0,26.6,12.3,11.0,4.8,6.6
Rangareddy,537,Telangana,28,0.0,0.0,0.0,0.0,0.0,0.0,27.1,33.5,18.4,10.3,4.2,7.9,28.3,37.1,15.7,10.5,4.8,9.1
Ratlam,434,Madhya Pradesh,23,2.9,8.7,18.2,8.7,7.4,4.7,7.0,15.6,19.700000000000003,11.600000000000001,8.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0
Ratnagiri,528,Maharashtra,27,25.5,13.7,27.4,9.9,9.0,5.8,23.4,16.6,28.9,11.6,10.6,5.8,0.0,0.0,0.0,0.0,0.0,0.0
Rayagada,396,Odisha,21,7.0,6.4,7.1,5.7,11.7,6.6,11.6,10.0,6.5,6.700000000000001,11.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0
Reasi,020,Jammu & Kashmir,01,12.2,15.6,13.399999999999999,6.8999999999999995,3.8,3.3,13.0,16.5,12.799999999999999,7.1000000000000005,3.9,3.3,0.0,0.0,0.0,0.0,0.0,0.0
Rewa,430,Madhya Pradesh,23,13.0,12.8,10.1,5.2,4.6,3.9,14.1,15.4,10.6,5.7,5.3,3.7,0.0,0.0,0.0,0.0,0.0,0.0
Rewari,085,Haryana,06,16.1,19.8,29.4,9.4,13.7,5.9,16.8,20.1,25.3,11.9,11.4,6.6,0.0,0.0,0.0,0.0,0.0,0.0
Ribhoi,297,Meghalaya,17,3.0,10.0,10.799999999999999,7.5,3.8,3.4,6.5,10.5,10.3,7.6,3.9,3.3,0.0,0.0,0.0,0.0,0.0,0.0
Rohtak,082,Haryana,06,11.1,19.2,18.9,8.9,6.6,3.3,14.8,21.6,21.9,9.6,6.0,4.5,19.6,24.9,25.5,10.600000000000001,5.2,6.2
Rohtas,234,Bihar,10,11.6,13.5,10.5,7.6,4.1,5.2,9.5,15.5,11.0,7.3,5.3,5.1,0.0,0.0,0.0,0.0,0.0,0.0
Rudraprayag,058,Uttarakhand,05,12.1,11.4,14.5,6.199999999999999,2.3,3.8,10.7,12.4,15.1,6.3,4.5,3.9,0.0,0.0,0.0,0.0,0.0,0.0
Rup Nagar,051,Punjab,03,12.7,42.0,11.200000000000001,11.200000000000001,5.5,7.3,17.5,43.6,12.399999999999999,11.5,4.2,7.3,0.0,0.0,0.0,0.0,0.0,0.0
Sabarkantha,472,Gujarat,24,13.7,11.0,14.099999999999998,7.6,5.6,3.6,18.1,12.9,14.9,8.3,5.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0
Sagar,427,Madhya Pradesh,23,5.9,10.8,10.7,11.0,8.5,8.7,8.4,14.1,11.700000000000001,11.4,11.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0
Saharanpur,132,Uttar Pradesh,09,14.2,13.6,5.1,6.300000000000001,6.2,6.7,17.6,19.7,7.9,6.9,6.6,6.7,25.3,32.7,14.1,8.299999999999999,7.7,6.7
Saharsa,214,Bihar,10,7.0,6.7,9.8,4.2,3.5,3.9,6.1,7.7,9.600000000000001,4.2,3.8,3.8,0.0,0.0,0.0,0.0,0.0,0.0
Sahibganj,352,Jharkhand,20,7.8,6.9,13.700000000000001,6.9,8.0,4.0,10.6,7.7,13.6,6.800000000000001,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Sahibzada Ajit Singh Nagar,052,Punjab,03,21.2,35.8,11.799999999999999,10.8,13.0,5.3,39.1,39.4,18.7,9.7,11.7,5.4,53.9,42.5,24.500000000000004,8.9,10.7,5.5
Sahid Bhagat Singh Nagar,039,Punjab,03,27.5,36.0,15.6,11.7,2.3,5.5,27.7,35.7,17.099999999999998,12.1,2.9,5.7,0.0,34.8,0.0,13.9,0.0,6.7
Saiha,288,Mizoram,15,6.8,6.8,10.1,7.5,7.6,3.2,9.5,9.4,15.2,7.3,6.3,4.4,11.6,11.5,19.099999999999998,7.200000000000001,5.3,5.4
Salem,608,Tamil Nadu,33,30.6,23.8,11.7,7.9,10.6,6.9,34.3,29.4,11.4,7.8999999999999995,14.1,8.0,37.6,35.2,11.100000000000001,7.9,17.3,9.1
Samastipur,221,Bihar,10,5.0,7.5,10.9,5.2,11.7,2.3,5.6,8.4,12.1,5.4,11.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0
Samba,022,Jammu & Kashmir,01,22.7,34.6,22.6,13.6,6.2,6.8,24.4,35.3,22.9,13.8,6.3,6.9,0.0,0.0,0.0,0.0,0.0,0.0
Sambalpur,372,Odisha,21,10.8,9.3,9.2,8.7,11.7,5.1,15.5,16.8,12.9,9.1,9.1,6.9,0.0,0.0,0.0,0.0,0.0,0.0
Sangli,531,Maharashtra,27,36.0,26.0,15.0,7.8999999999999995,11.2,5.4,29.7,28.4,18.2,9.4,8.9,6.1,0.0,0.0,0.0,0.0,0.0,0.0
Sangrur,053,Punjab,03,24.0,28.8,41.199999999999996,16.599999999999998,4.1,4.4,28.3,30.3,36.1,18.6,6.4,4.7,0.0,0.0,0.0,0.0,0.0,0.0
Sant Kabir Nagar,186,Uttar Pradesh,09,16.3,12.8,14.200000000000001,12.2,8.2,8.1,18.0,13.5,15.700000000000001,12.1,7.8,7.7,0.0,0.0,0.0,0.0,0.0,0.0
Sant Ravidas Nagar,198,Uttar Pradesh,09,12.8,13.3,8.4,5.5,3.5,2.3,11.8,13.6,9.2,5.3,2.5,2.4,0.0,0.0,0.0,0.0,0.0,0.0
Saraikela Kharsawan,369,Jharkhand,20,9.6,5.9,11.9,11.4,10.0,6.4,17.6,12.4,13.4,10.8,14.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0
Saran,219,Bihar,10,15.8,17.1,12.4,6.799999999999999,6.2,5.1,18.5,18.1,10.6,6.6000000000000005,8.7,5.6,0.0,0.0,0.0,0.0,0.0,0.0
Satara,527,Maharashtra,27,27.8,16.5,13.8,10.0,2.7,3.6,28.6,19.3,16.9,10.4,2.1,4.4,0.0,0.0,0.0,0.0,0.0,0.0
Satna,429,Madhya Pradesh,23,7.6,11.4,12.799999999999999,6.4,4.1,5.4,12.6,15.9,14.5,7.3999999999999995,5.8,6.2,0.0,0.0,0.0,0.0,0.0,0.0
Sawai Madhopur,108,Rajasthan,08,11.3,9.7,11.0,6.300000000000001,3.9,3.3,13.5,11.2,11.6,7.300000000000001,4.4,3.4,0.0,0.0,0.0,0.0,0.0,0.0
Sehore,445,Madhya Pradesh,23,11.6,11.7,8.2,6.3,4.3,1.7,12.9,14.4,9.2,7.199999999999999,5.5,2.4,0.0,0.0,0.0,0.0,0.0,0.0
Senapati,272,Manipur,14,18.8,18.9,21.0,9.299999999999999,6.0,6.3,19.0,19.0,21.5,9.299999999999999,5.7,6.2,0.0,0.0,0.0,0.0,0.0,0.0
Seoni,456,Madhya Pradesh,23,12.8,7.2,8.5,8.7,6.2,5.7,15.2,8.7,10.5,8.5,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Serchhip,285,Mizoram,15,11.1,10.0,13.6,7.9,8.0,10.3,16.0,19.0,17.2,10.0,8.8,11.2,17.8,22.3,18.599999999999998,10.7,9.0,11.5
Shahdol,460,Madhya Pradesh,23,6.9,8.8,9.200000000000001,9.8,5.0,4.7,8.2,12.3,8.2,9.3,7.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Shahjahanpur,152,Uttar Pradesh,09,4.1,14.2,7.5,5.1000000000000005,10.0,6.0,7.4,17.0,11.7,6.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Shajapur,436,Madhya Pradesh,23,9.9,9.4,6.6,4.9,3.5,3.2,10.5,11.6,7.6,6.1,4.9,4.2,0.0,0.0,0.0,0.0,0.0,0.0
Sheikhpura,228,Bihar,10,6.6,9.3,11.8,3.9,5.6,3.1,8.9,10.7,10.6,3.8000000000000003,4.7,3.3,0.0,0.0,0.0,0.0,0.0,0.0
Sheohar,205,Bihar,10,13.2,9.4,3.4,6.5,6.7,6.2,12.1,9.6,3.9000000000000004,6.3999999999999995,7.7,6.2,0.0,0.0,0.0,0.0,0.0,0.0
Sheopur,418,Madhya Pradesh,23,5.9,5.8,11.4,5.6000000000000005,5.8,3.6,5.7,6.4,10.9,5.8,5.7,3.6,0.0,0.0,0.0,0.0,0.0,0.0
Shimla,033,Himachal Pradesh,02,27.1,31.4,17.4,8.3,8.2,6.7,30.2,33.2,17.1,10.1,8.6,6.8,0.0,0.0,0.0,0.0,0.0,0.0
Shimoga,568,Karnataka,29,7.2,17.3,15.4,12.5,5.3,8.4,15.5,24.8,17.2,13.799999999999999,5.9,9.0,39.0,39.2,22.299999999999997,16.7,7.8,10.1
Shivpuri,423,Madhya Pradesh,23,4.5,5.2,4.5,4.5,5.9,3.9,4.2,9.5,6.9,6.0,6.8,4.6,0.0,0.0,0.0,0.0,0.0,0.0
Shrawasti,181,Uttar Pradesh,09,7.1,9.2,14.8,12.200000000000001,11.2,7.1,7.9,9.4,16.4,11.9,11.9,7.5,0.0,0.0,0.0,0.0,0.0,0.0
Shupiyan,013,Jammu & Kashmir,01,15.6,30.8,12.000000000000002,12.200000000000001,4.9,7.3,15.3,31.3,11.9,12.5,4.2,7.5,0.0,0.0,0.0,0.0,0.0,0.0
Siddharthnagar,184,Uttar Pradesh,09,4.8,12.3,11.0,12.3,15.2,9.4,10.1,13.2,11.9,12.3,15.7,9.4,0.0,0.0,0.0,0.0,0.0,0.0
Sidhi,462,Madhya Pradesh,23,7.6,9.7,7.9,6.7,8.0,4.5,7.1,10.3,9.3,6.2,9.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0
Sikar,111,Rajasthan,08,11.3,14.8,10.5,7.1000000000000005,5.5,4.0,13.6,18.4,12.4,7.9,3.8,3.9,0.0,0.0,0.0,0.0,0.0,0.0
Simdega,367,Jharkhand,20,1.3,2.8,14.899999999999999,8.7,13.4,3.8,1.1,4.4,13.899999999999999,8.5,12.7,4.6,0.0,0.0,0.0,0.0,0.0,0.0
Sindhudurg,529,Maharashtra,27,18.0,16.2,30.9,13.2,12.7,8.4,20.7,20.8,28.700000000000003,13.2,12.1,8.6,0.0,0.0,0.0,0.0,0.0,0.0
Singrauli,463,Madhya Pradesh,23,9.0,6.2,7.8,5.699999999999999,4.8,4.3,12.3,11.0,7.8999999999999995,6.199999999999999,5.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0
Sirmaur,032,Himachal Pradesh,02,21.5,23.0,23.7,12.3,4.7,5.6,27.6,25.2,25.1,12.5,5.7,6.5,0.0,0.0,0.0,0.0,0.0,0.0
Sirohi,117,Rajasthan,08,6.9,7.1,9.7,4.5,1.9,2.2,9.6,10.1,9.3,4.7,4.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Sirsa,079,Haryana,06,18.8,19.0,17.400000000000002,9.700000000000001,1.5,3.5,20.8,23.0,18.3,10.2,1.6,4.1,0.0,0.0,0.0,0.0,0.0,0.0
Sitamarhi,206,Bihar,10,6.4,7.7,9.100000000000001,7.4,5.6,3.9,7.5,8.9,9.0,8.0,6.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0
Sitapur,154,Uttar Pradesh,09,4.9,7.2,7.3,7.5,2.4,4.2,4.3,9.6,6.3,7.700000000000001,3.4,4.3,0.0,0.0,0.0,0.0,0.0,0.0
Sivaganga,622,Tamil Nadu,33,15.7,22.0,13.5,3.1,8.9,6.5,24.9,28.4,16.7,5.4,7.7,7.0,44.1,43.2,23.2,10.6,5.3,8.0
Sivasagar,311,Assam,18,10.5,12.1,21.499999999999996,19.0,6.9,7.7,15.4,13.9,22.7,19.4,8.1,7.5,0.0,0.0,0.0,0.0,0.0,0.0
Siwan,218,Bihar,10,12.8,16.0,9.6,7.300000000000001,11.0,4.6,15.3,17.0,10.6,7.5,10.1,4.7,0.0,0.0,0.0,0.0,0.0,0.0
Solan,031,Himachal Pradesh,02,19.3,31.5,21.1,9.799999999999999,8.9,5.5,18.4,32.7,18.0,11.0,8.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0
Solapur,526,Maharashtra,27,33.3,16.3,15.1,7.3,4.4,5.6,33.6,23.0,17.3,8.2,6.3,6.4,34.2,35.1,21.0,9.9,9.6,7.8
